38,27,36,32,26,27,45,27,25,27,26,28,26,43,27,39,28,26,27,27,41,27,28,27,28,41,26,26,27,27,45,27,26,28,25,43,27,26,27,28,97,28,47,52,50,34,35,65,94,109,55,45,28,28,42,29,40,28,37,28,28,44,28,28,44,29,27,45,28,28,48,27,29,44,45,27,28,43,28,28,46,27,29,44,28,28,44,29,38,29,28,43,28,28
49,117,44,42,57,28,28,45,28,28,44,28,27,45,29,27,44,29,28,43,29,28,42,28,28,45,28,27,45,30,37,32,28,40,27,27,45,28,28,45,27,28,44,28,28,44,29,28,44,27,29
49,112,46,43,56,36,30,33,30,38,29,39,28,28,43,28,28,44,29,28,43,28,28,44,28,38,29,28,44,28,28,42,29,28,44,29,28,44,28,27,45,29,27,43,29,28,44,28,28,44,27,28,42,29,40,29,28,43,28,40,28,27,44,29,38,28,28,44,28,28,44,28,28,44,28,28
32,45,120,34,51,50,28,37,36,29,38,28,28,43,29,29,41,30,28,43,29,28,43,29,28,44,28,38,29,27,45,29,28,43,28,29,43,29,27,44,27,29,44,28,29,43,29,27,43,29,39,28,28,43,29,28,44,29
