27,27,27,26,42,27,26,26,27,45,27,27,26,27,43,26,27,27,26,42,27,40,30,104,39,45,67,48,66,113,100,67,39,38,46,29,38,27,29,43,28,28,45,28,27,44,29,29,43,29,36,28,29,45,27,38,29,28,44,27,28,45,27,28,43,29,40,27,28,44,28,37,29,27,46,27,39,28,28,44,29,28,44,27,29,44,28,38,28,38,28,29,44,28,28
56,116,40,43,56,36,29,36,28,38,29,27,44,28,28,45,28,28,43,29,27,43,27,29,45,28,28,44,29,37,29,38,28
54,112,41,49,50,28,37,34,29,40,27,28,45,28,27,46,29,28,42,29,27,45,28,38,28,28,44,28,28,44,29,28,43,28,28,45,27,29,43,28,28,44,28,28,44,27,28,45,28
55,115,40,45,54,37,29,34,28,28,46,28,28,44,28,28,44,29,27,43,30,38,28,29,43,28,27,42,29,40,29,38,28,28,43,29,28,44,28,28,43,28,39,28,28,44,29,28,44,27,28,45,27,29,43,29,27,44,29,27,44,28,28,44,28,29,44,28,38,29,27,44,28,29,44,27,29,43,28,28,44,29,27,44,29,29,43,28,37,28,28,45,28,28,44,28,27,45,28,28,44,29,27,44,28
