39,44,26,27,33,30,27,40,27,26,44,47,51,54,28,75,35,61,35,77,34,40,66,27,42,28,46,41,27,38,28,27,27,27,44,27,27,45,28,26,46,30,36,27,39,28,47,49,43,28,57,34,30,42,44,182,39,43,51,33,29,28,43,27,27,27,44,41,27,41,49,28,40,28,37,28,27,28,35,28
39,56,28,44,49,28,60,51,42,29,37,38,28,38,28,40,44,29,59,29,33,28,43,46,84,38,163,34,31,33,49,29,40,32,35,29,109,27
44,27,61,32,62,60,29,44,36,29,55,51,55,61,28,39,67,29,102,55,75,45,84,188,27,47,33
30,51,28,45,49,28,61,61,28,27,47,53,42,37,45,28,41,28,38,29,61,42,38,45,37,30,42,81,132,31,47,29,51,28
