29,34,28,55,50,29,52,69,40,27,28,39,36,34,65,26,40,28,39,28,27,45,27,40,27,27,39,41,27,45,26,29,54,28,40,83,28,40,56,27,113,31,121,34,50,31,36,28,45,46,48,32,28,38,28,26,28
27,38,27,26,27,27,45,26,27,26,27,43,28,26,27,51,26,26,27,38,26,26,37,28,26,26,47,25,27,27,25,26,27,45,26,39,27,41,46,39,35,33,40,68,38,29,54,33,28,26,28,35,27,40,27,55,35,30,36,92,26,142,26,49,33,34,27,26,28,34
40,28,52,39,28,64,57,27,40,46,29,40,28,26,44,27,68,42,61,27,86,127,38,42,27,39,28,50,41,27
40,27,54,75,27,51,38,47,49,30,27,41,37,29,27,40,29,53,35,30,60,44,35,166,32,49,28,40,27,51,39,32
