40,27,27,27,27,43,27,27,27,35,27,27,27,27,41,27,28,27,26,44,27,28,44,27,27,28,27,41,27,27,27,27,43,29,36,27,56,49,30,38,41,78,30,35,26,28,45,28,48,41,27,27,28,27,43,28,38,28,26,36,42,27,27,60,27,49,26,40,51,57,30,50,49,45,46,34,41,81,131,33,45,32,44,42,35,50,27,37,29,40,28,40,27,40,30,34,27,39,28,39,28,41,28,27
37,28,56,74,29,55,26,48,30,54,28,40,28,27,43,28,40,28,39,29,57,30,46,42,46,35,169,30,49,28,41,28,57,29
44,28,54,39,64,41,48,48,47,28,38,27,38,29,39,28,66,38,28,56,38,45,28,46,75,118,33,50,28,39,27,29,46,28,108,32,27,30,40,27,40,27,27,55,27,40,48,28,27,37,28
38,30,52,74,29,55,28,48,34,34,49,27,40,27,41,27,66,40,29,45,44,29,49,37,182,35,37,45,28,41,28,37,30
