39,28,55,26,63,33,28,42,70,39,26,40,50,28,39,27,40,27,39,26,42,27,26,37,43,26,25,41,43,27,26,50,50,49,27,39,42,54,36,48,43,79,147,32,47,31,39,28,27,45,27,27,26,40,28,27,45,44,35,27,41,26,27,27,36,27,26,26,36,26,26,26,27,27,26,44,26,27,26,27,44,26,26,27
42,27,60,31,61,55,28,38,27,52,39,36,29,27,40,28,54,36,30,35,51,70,115,57,41,35,32,27,41,26,27,27,35,30,36,59,26,28,39,27,27,26,26,43,28,26,25,27,45,26,41,27,27,26,27,41,28,26,27,26,104,26,28
29,69,32,60,61,27,27,49,52,46,43,27,65,43,31,72,162,34,38,33,29,26,41,28,38,128,28
28,66,73,47,46,44,47,38,27,37,30,45,25,28,54,36,30,61,100,27,117,31,49,29,38,30,53,34,27,39,29,107,31,33,27,27,47,28,40,29,26,46,47,27,42,29,26,43,27
