41,28,26,27,27,44,27,27,27,27,42,28,26,28,26,41,26,27,29,26,43,27,28,45,28,27,44,27,26,27,26,45,27,27,39,41,26,46,49,51,44,55,53,60,49,30,36,27,40,67,27,40,27,27,46,27,40,27,27,45,29,27,45,27,26,44,28,39,30,41,48,28,46,40,29,39,51,27,173,36,47,28,40,32,33,28,39,28,28,50,27,27,43,46,33,28,39,28,39,28,27,27,35,28
40,27,52,39,29,34,71,30,54,28,50,27,49,27,29,39,28,39,29,56,28,34,40,43,33,55,28,174,46,46,31,38,27,47,31,110,30,38,30,52,27
46,28,52,74,28,52,35,48,46,38,27,39,36,29,28,39,30,36,29,56,32,47,43,56,27,43,76,128,30,51,30,38,27
40,28,53,73,28,51,39,48,51,45,28,26,44,27,40,31,61,40,55,29,44,44,29,45,78,133,28,51,29,39,28,27,113
