35,45,26,28,40,44,26,26,48,50,55,59,27,62,43,50,28,49,79,60,36,31,27,43,47,27,39,29,39,26,28,45,27,28,45,27,40,27,28,43,28,41,30,43,60,27,39,28,51,46,52,40,169,31,53,41,42,46,37,28,26,48,45,32,28,40,27,27,46,27,39,28,26,30
43,28,58,33,30,90,44,28,39,49,27,41,27,39,28,63,42,52,31,28,50,43,29,58,28,52,181,31,36,81,29,64
31,51,27,59,32,62,53,35,35,26,39,27,40,28,64,41,29,73,31,43,57,29,180,27,48,32,38,33,34,31,33,30,35,28,109
39,56,29,44,62,60,48,42,36,64,26,58,52,65,29,41,70,306,35,29,77,27,28,41,35,26,27,44,28,38,31,54,29,37,27,27,46,28,38,28,39,27,27,27,27,43,28,28,45,27,27,46,27,27,45,28,47,50,42,40,77,137,30,49,27,40,27,28
