47,71,34,29,55,34,34,51,30,58,43,28,55,30,38,27,27,47,28,37,28,40,28,29,42,29,28,44,28,28,44,28,27,45,28,40,28,44,56,37,42,60,32,50,31,172,29,66,29,43,50,44,34,39,66,30,48,29,28,46,27,28,42,28,42,28,27
39,29,57,33,73,29,52,44,64,30,38,40,43,28,41,28,38,29,36,34,64,38,46,31,73,137,28,56,28,47,30,54
29,28,43,29,52,76,30,54,28,50,29,28,56,28,38,37,30,28,41,28,39,29,58,28,53,29,35,40,44,29,38,39,44,28,28,43,28,50,56,30,46,82,126,34,48,28,40,29,27
31,33,29,54,77,29,51,29,51,30,34,36,65,27,40,29,41,28,29,67,38,30,55,40,46,29,46,38,170,32,48,30,38,31
