28,39,28,50,53,29,60,50,46,29,37,27,43,47,32,28,40,27,40,26,40,28,25,34,30,27,40,26,27,43,46,50,53,41,27,43,59,37,31,54,30,33,40,77,134,32,48,30,45,45,48,28,38,27,40,28,39,28,26,27,35,28,26,27,38,26,26,26,110,28,26,41,26,26,27,39,27,45,44,27,27,26,37,26,27,26,27
38,30,51,39,27,64,57,28,38,28,45,45,37,28,27,40,27,38,66,27,41,57,27,71,35,163,33,48,29,38,28,26,28,108
38,27,53,66,44,44,28,54,34,28,40,27,38,27,40,29,60,45,27,40,53,29,66,40,75,121,31,51,28,38,31
29,32,27,57,73,28,50,39,48,56,41,27,42,29,40,27,33,33,57,27,31,45,42,29,44,83,129,31,50,28,40,53,28,108
