53,62,27,54,63,39,46,59,65,28,54,29,35,27,41,46,37,27,26,29,26,43,27,28,26,27,42,29,36,28,39,28,56,49,28,55,52,78,124,31,33,52,32,33,33,39,44,27,26,46,27,27,26,26,52,28,27,26,46,27,52,27,45,28,39,28,42,28,26,43,28,38,26,39,27,42,27,27,38,45,26,28,43,27,27,49,29,26,26,65,27,27,62
39,28,51,39,28,39,71,47,47,27,27,28,33,29,54,29,40,28,53,78,28,78,111,56,31,39,33,31,27,44,28,34,28,108
68,65,28,29,42,34,46,28,54,34,38,46,29,62,84,27,68,73,151,41,86,33,33,78,36,79,162,77,56,32
43,28,53,77,28,62,28,40,37,28,51,39,46,27,42,27,39,63,60,41,30,185,38,46,36,46,29,55,33,35,30
