25,128,27,26,25,25,25,26,26,77,50
26,27,26,26,27,25,26,26,26,26,27,26,27,26,26,50,31,27,26,31,27
26,26,26,26,25,25,25,26,25,25,26,25,25,26,25,25,26,43,36
26,26,27,27,26,26,26,26,26,25,26,26,26,39,42,27,25,27,26,26,37,27,26,26
