27,128,29,26,26,25,26,25,26,26,56,61,27,28,26,28,62
26,27,27,26,26,25,26,27,26,26,26,26,26,27,45,37,26,26,26,31,27
27,26,27,26,26,27,26,26,26,26,26,26,27,39,43,27,27,26,31,26
26,27,27,26,27,27,27,26,26,27,26,26,27,46,37
