27,127,28,26,25,26,25,26,26,77,51
26,26,25,26,26,25,26,26,25,26,25,25,26,25,46
26,26,26,25,25,26,25,25,26,25,26,25,26,37
26,26,26,25,26,25,25,26,26,26,25,26,26,45
