26,129,29,28,26,27,26,27,25,27,79,52
26,26,27,26,26,27,26,26,26,27,26,27,26,46,36,27,27,26,27,27,26,31,26
26,26,27,26,27,26,26,26,26,26,25,26,26,26,27,45,36,27
32,26,26,27,31,26,27,26,26,26,26,25,27,26,27,45,35,27,27,27,30,27
