28,27,46,28,52,39,29,38,46,36,31,68,27,26,28,35,28,56,27,40,27,39,27,27,46,27,27,31,32,27,27,49,26,27,44,29,40,62,46,56,28,63,48,44,52,36,179,32,33,57,29,28,36,29,38,28,27,27,35,27,41,48,27,39,27,41,26,41,26,41,27
39,27,52,39,28,68,54,29,35,28,43,47,32,37,30,26,42,30,35,28,55,31,46,44,28,38,109,27,112,34,50,27,39,32,37,29
31,31,27,56,73,29,54,35,47,56,41,28,26,44,36,32,28,39,27,39,28,56,30,47,41,29,52,43,76,113,34,50,29,40,31,36,31
38,28,27,27,26,44,28,27,45,27,26,27,28,41,27,27,26,38,27,26,26,27,44,26,27,27,27,43,27,27,44,27,26,36,33,29,42,45,45,71,31,37,49,64,27,39,27,55,30,37,29,41,28,38,29,57,29,32,28,47,43,29,56,43,80,129,32,48,29,39,32,34,105
