42,28,40,27,38,29,27,48,27,28,42,28,44,27,28,28,74,28,59,28,60,27,28,65,78,30,53,29,57,28,52,30,68,28,43,64,28,38,28,40,29,38,28,37,28,29,45,33,33,31,34,29,27,47,29,36,29,39,28,42,56,40,40,61,36,47,49,73,126,34,49,42,42,29,30,43,27,38,27,39,27,44,48
40,29,56,33,71,29,53,28,52,33,35,63,30,52,30,39,32,80,30,44,29,45,44,56,94,28,118,33,48,29,39,29,39,29
42,57,28,48,44,63,29,63,72,72,29,29,68,38,78,38,100,33,40,106,28,74,99,92,113,54,30,49,30,36,32,38
44,29,53,75,29,56,28,48,34,29,53,49,28,38,29,43,45,33,60,40,29,47,44,50,29,208,43,35,49,40
