30,26,26,27,31,26,27,26,25,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,27,26,26,26,27,25,26,26,26,26,69,125,44,31,27,27,27,26,27,27,27,26,26,27,26,27,26,26,27,27,27,26,27,26,26,27,27,26,26,27,26,27,26,27,26,26,28,26,26,26,27,27,27,26,28,26,49,32,29,27,27,26,27,26,28,28,28,35,27,27,26,27,26,27,54,33,26,27,26,26,31,31,29,27,28,27,27,26,28,29,28,27,27,26,27,26,27,26,27,27,28,26,27,28,27,25,27,26,27,28,28,28,27,26,27,27,26,26,27,27,26,26,26,26,28,28,27,26,29,34,27,27,27,26,36,27,27,26,26,26,31,26,25,26,27,27,27,26,27,26,27,26,28,26,27,26,27
27,26,143,36,44,30,26,26,28,26,27,26,31,30,32,28,26,26,26,27,27,26,52,32,26,28,28,26,27,26,29,26,43,40,31,29,28,27,27,28,26,26,32,29,28,26,27,26,27,29,26,27,27,27,27,26,27,26,26,27,26,25,27,27,27,26,27,26,27,27,27,26,26,26,26,26,29,31,27,26,27,27,26,27,26,26,26,26,27,26,26,26,27,26,26,27,26,26,26,26,26,26,26,25,26,26,27,26,26,26,25,26,27,25
26,26,99,32,26,26,31,29,26,26,26,27,26,27,35,36,28,26,26,26,27,26,42,30,26,28,27,27,27,27,26,35,26,28,40,30,29,27,27,26,28,27,27,27,26,28,27,28,28,26,27,26,26,26,26,26,26,25,27,26,28,29,27,27,27,26,26,26,26,26,26,26,28,30,26,25,29,26,27,27,27,27,26,26,27,26,26,29,27,26,27,26,27,31,26,26,26,25,26,26,26,26,27,26,27,26,26,26
26,26,142,34,33,29,27,26,26,26,26,27,26,27,36,30,26,26,26,27,27,26,40,31,28,27,28,36,28,26,26,27,42,31,27,26,30,27,30,29,29,26,27,30,27,26,27,27,26,27,27,27,26,26,27,26,27,26,26,26,27,26,26,26,27,26,26,26,26,26,27,27,26,26,26,26,28,26,26,27,28,30,27,26,27,26,26,26,27,26,26,25,27,26,26,26,26,25,26
