27,27,35,27,26,26,26,26,25,26,34,26,25,26,27,25,26,26,26,26,26,26,26,26,26,27,26,26,26,26,26,25,26,26,25,26,25,26,25,26,25,26,26,26,25,27,26,26,26,26,26,26,25,26,26,28,48,30,44,27,33,27,30,27,39,27,29,26,25,28,26,26,26,27,25,26,26,26,26,26,26,26,25,25,28,27,26
25,26,25,26,39,28,27,26,26,26,49,27,25,26,28,27,30,25,28,28,46,28,26,27,39,31,37,26,29,27,25,27,26,26,66,26,41,26,51,26,26,26,34,27,30,26,29,26,25,26
26,26,38,30,26,34,27,29,27,28,26,39,27,27,26,26,27,26,26,28,31,31,28,35,26,31,26,33,27,28,26,88,27,25,26,33,26,48,26,46,27
26,25,26,27,25,26,26,26,25,26,25,26,25,26,25,25,26,25,25,26,26,26,38,26,25,26,25,25,29,26,26,38,30,26,26,26,36,27,26,27,28,28,27,27,26,27,41,27,29,27,31,32,35,27,30,33,30,27,74,26,26,26,45,26,27,26,27,26,47,26
