28,27,27,27,26,28,27,27,27,27,26,26,27,27,27,26,27,26,27,27,27,27,28,27,27,28,27,27,27,27,27,26,27,27,27,26,26,26,26,26,26,27,27,25,29,27,26,27,27,26,27,27,27,27,27,27,27,26,27,27,27,27,26,27,27,27,27,27,27,27,27,27,27,27,29,45,29,30,35
27,27,39,28,27,27,27,26,35,27,27,27,26,30,29,28,27,26,40,28,28,34,29,26,27,35,39,28,29,27,26,27,74,27,29,27,27,52,28,27,31,35,29,30,30,28,29,26,28,27,28,27,28,30,30,26,27,27,27,26,29,26,27,28,26,27,31,28,28,27,32,26
26,27,54,30,27,27,27,30,26,37,28,27,26,27,28,27,29,29,29,45,29,27,36,28,31,34,78,28,27,33,27,45,28,27,27,42,27,26,32,28,72,28,27,27,27,27,30,27,27,30,35,28,27,27,31,27
27,26,27,27,38,28,29,27,27,27,35,28,27,27,27,29,29,27,27,27,39,27,29,33,29,26,27,35,36,34,28,29,32,27,64,28,26,60,27,28,30,27,26,30,30,28
