26,26,26,26,26,26,26,26,26,25,26,26,25,26,26,26,26,30,26,26,26,28,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,29,28,26,25,48,29,44,27,26,26,33,26,43,28,26,26,28,26,28,26,26,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,25,26,25,26,26,25,26,27,25,36,26,26,25,36,27,26,28,27,26,26,29,35,27,36,42,41,27,31,27,26,26,152,27,26,26,45,26,28,26,44,27,26,26,39,27,27,27,44,26,26,27,29,26,29,26,26,26,30,26,27,27,28,26,31,26,26,25,34,26,25,27,27,26,29,25
26,26,41,28,26,26,35,27,28,27,27,27,26,26,39,27,26,32,31,28,25,26,33,27,32,26,33,27,29,25,71,27,26,25,46,26,45,26,48,26,30,26,35,27,28,26,26,26,36,31,26,26
28,26,36,27,28,26,26,26,34,27,26,25,28,28,27,26,39,27,26,28,31,28,34,27,30,26,27,36,30,26,26,25,74,27,26,26,51,27,26,25,38,26,26,26,32,27,29,26
26,26,40,29,26,26,26,35,26,26,25,28,26,26,25,28,27,25,27,45,27,27,26,31,31,26,27,41,28,30,26,32,27,25,26,29,26,65,27,26,26,45,26,26,26,47,27,26,26,36,27,25,26
