27,28,27,26,26,26,27,27,26,26,26,25,26,25,27,27,26,26,26,26,27,26,26,26,27,26,27,26,27,26,26,26,26,26,25,26,26,25,26,26,26,26,27,27,26,34,26,26,27,33,27,25,26,28,27,26,43,33,27,44,27,33,26,26,26,26,27,25,31,42,27,26,29,26,26,26,26,27,26,26,26,25,26,26,25,26,26,26,25,27,27,27,26,26,26,26,26,26,26,26,26,25,27,27,29,28,35,28,26,26,26,27,56,28,44,27,39,27,26,32,153,30,28,40,27,26,26,26,30,41,30,27,28,27,82,28,38,28,27,27,32,27,28,32,26,27,28,26,26,29,26,27,27,28,29,27,27,27,26,27,27,26,27,26,26,25,27,26,28,26,26,27,26,28,26,27,26
26,27,39,30,26,27,26,27,25,37,26,26,27,26,26,26,29,29,29,45,28,27,36,27,31,32,76,28,26,32,27,52,27,27,26,65,26,27,33,27,68,28,27,27,26,30,26,27,27,32,33,27,26,26,31,31,28,26
26,26,41,27,27,28,27,27,25,35,27,26,27,26,26,27,28,28,28,26,29,44,28,27,36,27,31,33,30,65,27,26,59,28,29,31,27,28,28,26,76,27,26,30,26,27,26,26,26,30,33,27,26,51,28,28,31,26,26,34,26
27,26,37,27,26,29,27,26,26,40,27,36,27,26,26,30,26,26,27,26,30,30,28,27,28,44,28,26,36,34,35,31,26,74,27,28,27,27,40,27,26,31,95,27,27
