32.32,27.58,27.09,23.47,25.28,25.83,26.3,25.56,24.87,26.3,25.22,26.14,26.73,26.44,22.36,25.33,31.94,30.66,56.36,22.19,31.08,50.92,32.32,29.3,28.4,28.65,32.07,28.63,28.21,32.74,29.12,43.8,31.92,27.95,25.61,30.91,31.84,26.29,28.98,27.66,23.55,26.87,35.05,26.93,24.64,26.61,24.81,26.13,26.55,26.86,24.62,24.11,29.55,25.4,26.41,24.53,25.95,26.28,27.66,26.52,29.62,24.05,25.25,26.41,24.68,25.08,25.19,26.35,24.76,29,25.24,25.33,25.51,25.79,25.54,25.2
26.65,27.81,26.08,24.86,25.65,24.68,25.6,26.36,22.79,29.86,30.06,41.01,25.95,32.98,26.99,27.13
34.41,26.09,24.64,27.45,24.71,25.45,24.78,24.87,25.57,32.53,33.61,27.76,31.78,35.14,33.2,31.85,27.88
25.52,25.83,24.59,26.01,24.64,25.04,27.33,25.75,25.15,24.68,35.86,25.64,27.01,36.69,27.17,24.66,25.91,25.44
