38.17,37.3,28.72,30.86,31.56,36.53,34.47,31.91,28.77,29.74,32.48,31.39,29.24,31.97,44.06,37.14,33.68,35.11,32.94,53.32,37.27,28.79,29.18,30.34,31.09,29.82,31.04,27.93,32.62,44.52,31.08,28.67,31.03,28.88,29.15,31.16,28.05,29.45,28.34,30.64,27.6,30.31,28.97,30.27,27.97,30.69,28.79,34.14,29.36,31.5,37.29,29.85,32.03,28.51,31.48,28.44,28.89,32.01,34.01,32.05,28.72,29.89,31.62,31.71,29.2,32.2,32.66,30.8,28.41,30.5,32.23,36.06,29.53,29.27,29.95,29.84,30.52,31.47,33.12
35.26,30.35,28.26,30.14,31.01,28.88,30.54,30.37,29.97,41.25,27.68,59.8,30.1,45.68,30.05,34.96
37.19,28.87,31.68,27.06,30.31,30.36,32.07,30.19,37.82,33.31,41.9,45.05,31.58,30.65,30.28,32.95,32.04,34.27
35.17,28.94,29.05,31.99,28.79,31.59,29.21,31,32.94,39.91,44.09,40.4,31.29,32.82,29.01,31.31,37.87
