41.44,35.51,32.3,31.32,32.05,41.74,32.64,29.71,33.55,32.51,30.8,31.97,33.76,31.29,32.76,32.59,31.9,38.67,37.6,62.14,33.7,29.75,39.09,52.7,34.62,35.03,30.81,33.81,33.05,31.06,54.59,30.46,30.8,30.8,32.61,32.93,28.81,33.49,30.04,32.68,35.54,30.02,31.1,34.83,29.78,33.36,29.47,34.17,30.67,31.86,30.78,33.68,32.03,32.29,32.75,34.18,30.36,38,30.11,36.12,32.46,33.76,31.52,33.52,29.87,32.86,29.39,31.08,32.5,32.48,31.77
31.06,31.9,32.61,29.85,33.23,30.23,30.62,32.34,31.81,31.5,32.76,29.93,37.32,44.65,33.5,35.1,36.51,44.71,33.81,40.16
38.23,29.42,31.5,30.97,32.45,32.65,30.46,30.89,32.43,29.63,32.86,36.93,31,37.05,30.37,34.91,41.13,31.93
34.9,34.65,27.98,32.4,29.82,31.4,32.34,31.96,31.96,30.62,40.23,30.41,53.61,31.36,39.81,30.07,34.96
