38.33,31.57,34.25,30.52,29.95,34.99,31.23,34.95,34.83,30.19,29.87,32.23,29.5,31.05,39.98,32.64,56.32,32.34,31.04,54.58,32.39,32.71,30.03,35.89,29.81,45.73,32.26,35.71,37.79,36.97,30.58,33.86,33.29,31.07,28.06,32.29,29.01,32.72,40.75,28.83,29.99,29.85,31.32,32.6,35.66,33.33,35,32.71,35.36,33.93,35.7,32.31,35.28,29.26,32.84,36.76,34.06,35.63,34.38,34.4,30.33,33.22,38.33,34.99
37.04,30.38,30.57,29.65,33.42,29.95,31.83,30.34,38,30.82,38.22,42.76,32.62,34.93,31.75
31.52,31.85,30.72,32.73,29.47,31.09,32.61,29.8,36.75,39.92,41.33,31.16,36.62
35.89,28.51,30.85,31.45,31.75,33.75,30.05,32.09,37.83,32.74
