44.3,33.12,29.74,34.59,28.66,36.37,32.29,32.05,31.81,29.72,32.49,30.93,31.76,30.7,45.63,31.18,50.74,30.68,33.82,48,34.38,31.9,28.97,31.92,33.49,45.72,32.14,36.09,34.04,41.6,44.56,49.66,34.73,28.75,32.59,34.13,33.78,37.76,39.72,35.31,29.41,34.41,45.42,34.77,33.28,34.81,34.26,32.22,34.13,37.66,30.31,36.28,29.43,38.38,33.12,32.9,38.7,35.47
38.11,32.48,31.92,28.46,32.86,28.9,32.8,32.26,34.19,39.25,29.59,36.14,39.64,34.36
36.54,31.72,31.71,30.68,33.06,32.05,28.86,31.97,38.78,32.15,39.8,44.89,35.06
35.69,32.23,33.06,29.09,31.91,32.99,30.11,30.8,39.45,31.26,33.98,43.46,31.98,35.75,31.76
