36.84,34.72,32.84,32.14,38.44,35.81,35.97,29.24,36.87,35.22,31.62,33.21,30.8,39.91,38.08,45.47,30.79,35.32,59.54,35.35,38.87,31.95,35.6,31.41,52.32,34.67,40.78,39.39,34.68,32.62,34.3,31.37,34.68,35.14,40.94,38.13,35.42,36.09,33,32.88,34.68,36.54,36.45,34.49,32.81,34.43,35.99,34.47,30.8
34.43,35.73,29.25,34.09,31.39,33.49,32.11,33.81,40.32,31.8,39.66,38.14,36.63,29.03,34.28,36.17
37.54,32.25,31.78,33.51,34.38,30.8,33.48,32.8,45.48,31.2,47.83,35.15,39.24,41.98,34.25,33.82,29.63
30.29,32.28,35.86,29.31,34.07,33.29,31.87,34.24,42.54,33.09,35.02,41.91,35.43
