26,26,27,26,26,26,26,26,26,26,25,26,25,27,27,25,26,26,26,27,26,26,26,26,26,26,26,26,26,25,26,26,25,26,26,25,26,25,26,25,25,26,25,25,26,25,25,26,28,26,26,26,25,26,25,25,25,25,26,25,25,25,26,25,25,25,26,25,26,25,26,32,28,26,26,26,26,26,26,26,26,26,26,26,26,26,26,28,28,27,29,28,40,88,34,30,30,30,32,28,29,29,28,46,28,28,28,28,26,26,28,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,27,27,26,26,26,25,26,26,26,25,26,26,25,25,25,26,25,26,25,26,25,26,25,25,25,26,25,26,27
26,26,26,67,46,30,26,27,26,26,26,29,26,26,26,26,25,25,26,26,26,26,26,25,27,26,26,26,26,27,26,26,25,27,25,26,26,26,26,27,27
25,26,81,45,29,26,26,26,26,27,27,25,26,26,26,26,26,25,26,26,28,25,26,25,26,26,28,27,25,26,25,26,26,25,26,25,26,26,28,26,26
26,26,80,45,30,26,25,26,26,26,26,26,26,26,25,26,25,25,26,26,26,27,26,25,26,25,25,26,27,26,32,26,27,26,29,26,26,28,26,25
