28,26,27,27,26,27,27,27,27,26,28,27,27,27,27,27,27,27,27,27,27,28,27,27,27,28,27,27,27,27,27,26,27,26,27,26,26,27,26,27,26,27,27,27,26,26,27,32,29,28,27,26,27,27,27,28,27,27,27,28,27,27,28,30,27,36,44,33,32,29,28,28,28,51,44,31,28,28,29,28,29,48,28,28,26,28,27,27,27,27,28,27,27,28,27,27,27,27,28,26,27,27,27,28,69,30,28,30,27,27,27,27,26,27,27,26,27,26,27,26,27,27,27,27,28,27,27,27,26,27,27,27,27,26,27,26,27,27,26,27,28,28,26,27,26,27,26,27,26,27,26,27,26,26,28,26,28,27,27,27
27,27,68,48,28,28,30,27,27,27,27,27,27,27,27,26,27,26,27,27,27,27,27,27,28,26,27,27,27,26,27,27,26,28,27,29,27,27,27,28
27,27,27,26,34,26,27,26,27,27,27,26,27,27,27,26,27,26,26,27,26,27,26,27,26,26,26,27,26,26,26,26,26,26,71,39,27,31,27,27,27,27,27,26,27,27,26,27,26,27,26,27,27,27,27,26,26,27,27,30,27,28,27,26,27,26,27,27,27,26,32,26,27,27,27,26,26,27,26,27,27,26,27,26,26,26,27,27,26,27,26,26,27,26,26,27,26,27,26,26,27,26,27,26,26,27,26,27,26
27,28,65,35,27,26,30,27,27,27,27,28,27,27,27,27,27,26,27,29,27,27,27,27,27,26,27,27,27,27,27,26,26,27,26,27,28,28
