27,34,26,26,26,25,29,26,25,25,26,26,25,26,26,27,26,25,26,26,26,26,26,27,26,27,26,26,26,25,26,26,26,26,26,25,26,26,25,25,25,26,25,25,25,26,25,25,26,25,26,32,26,26,25,26,26,25,26,25,26,25,26,25,26,28,25,26,26,26,26,26,26,26,26,27,28,27,30,29,32,52,31,27,28,27,72,33,33,29,28,48,30,26,27,25,26,27,27,26,25,26,26,26,26,26,26,26,26,27,26,26,26,26,26,25,26,26,26,26,25,26,27,26,26,26,26,26,25,25,25,26,26,26,26,26,26,26,25,26,26,26,26,25,26,25,25,25,26,25,26,26,26,25,26,25,25,26,25,25,26,25,25,26,25,26,25,25,25,26,25,26,25,26
26,26,66,46,30,26,26,25,26,25,26,26,26,25,26,25,26,25,27,26,25,26,26,27,26,25,26,26,25,26,25,26,25,25,26,26,26,27,26,26,25,26,25,25,26,26,25,26,25,25,26,25,25,25,25,26,25,26,26,25,26,25,25,27,25,26,25,26
26,26,72,45,27,25,32,26,25,26,26,25,25,26,26,25,25,25,25,26,26,26,25,26,26,25,26,25,25,25,26,25,25,25,25,25,26,26,26,27
26,26,66,46,30,26,26,25,26,26,26,26,25,26,26,26,25,26,25,26,26,26,25,27,26,26,26,36,26,26,25,26,26,31,26,26,26,27,27
