26,26,26,26,26,26,26,26,26,25,26,25,27,27,26,26,26,25,27,26,26,26,26,26,27,27,26,27,27,26,26,26,26,26,26,26,25,26,26,25,26,25,27,26,26,26,26,26,26,27,26,26,26,26,26,27,26,26,26,26,27,26,26,26,26,26,26,27,26,26,26,26,26,26,27,26,26,26,26,26,26,85,44,48,26,26,25,26,25,26,25,26,25,25,25,25,26,25,26,26,26,26,26,27,26,25,26,25,26,26,26,25,26,25,25,26,26,25,28,27,25,26,26,25,26,25,25,27,25,26,26,25,26,25,25,26,25,26,26,26,25,26,25,26,26,25
25,26,28,69,46,27,26,26,26,26,26,26,27,26,25,26,26,25,26,26,26,26,25,26,25,27,26,25,25,26,25,25,26,25,26,25,26,25,28,26,26,25,26,26,25,26,25,26,26,25,26,26,26,26,26,25,25,25,26,25,25,25,26,25,26,26,25,25
25,26,64,47,30,26,26,26,26,26,25,27,25,26,26,26,27,25,26,27,27,26,27,26,25,26,25,26,26,26,25,26,26,25,26,26,28,26,26,27
26,26,63,47,29,27,26,27,26,26,27,26,26,26,26,26,26,26,26,26,28,26,27,26,26,26,25,27,26,26,27,26,27,26,26,26,28,26,26,26,26,27,28,26,27,26,26,25,28,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,27,26,26,26,27,26,26,26
