39.58,36.44,31.67,34.31,32.46,31.37,34.41,29.33,32.42,30.51,31.03,32.82,32.99,35.85,29.38,33.96,29.78,33.58,30.69,31.06,32.62,33.56,29.96,34.24,33.27,34.9,30.84,34.16,29.26,32.02,32.58,29.56,45.43,37.99,54.94,33.01,85.58,38.33,40.73,35.24,32.48,35.49,33.97,28.92,33.71,29.82,33.53,30.13,36.06,29.81,32.26,31.61,32.82,32.51,29.59,33.2,30.51,31.09,33.79,33.71,28.5,31.49,32.82,34.26,30.17,32.49,32.52,34.08,29.1,43.93,53.83,62.9,35.91,35.14,34.83,39.33,42.34,35.31,39.66,41.68,39.86,55.78,30.69,34.82,31.94,36.54,33.2,33.13,32.87,32.01,38.61,29.98,33.31,29.13,33.98,33.93,31.42,33.45,30.4,31.22,33.82,35.11,29.82,33.46,30.44,30.94,33.77,31,31.1,36.44,36.35,33.93,33.98,64.43
50.16,67.28,63.99,42.65,32.58,31.54,33.56,31.98,32.45,33.44,36.25,51.3,53.21,39.24,37.91,34.43,33.06,35.68,34.64,36.72,33.2,32.52,31.78,30.23,34.25,31.42,33.32,30.63,30.73,31.66
40.72,48.19,46.42,46.23,35.05,34.36,32.5,29.65,33.61,30.45,33.11,31.28,43.77,47.7,49.23,40.26,37.65,35.95,32.91,41.82,34.94,33.68,35.34,31.15,30.96,32.97,33.83,30.7
49.35,42.65,54.12,34.21,31.06,32.8,29.35,31.86,33.35,28.61,33.1,41.05,34.04,32.99,33.8,54.88,47.32,34.27,33.49,29.44,31.47,34.42,36.35,40.29,29.13,33.47,31.68,33.17,29.06
