29.33,33.1,27.2,28.93,27.95,30.49,29.59,32.67,31.1,27.49,28.74,35.93,31.19,65.4,27.27,54.79,53.29,31.28,32.31,33.59,34.96,30.89,32.83,29.21,32.19,33.35,29.84,30.01,31.31,27.98,28.47,28.4,30.58,44.48,26.63,29.91,30.15,28.03,28.02,28.44,31.48,26.54,33.56,26.27,28.32,40.08,52.43,69.52,37.11,36.14,31.77,31.41,34.27,46.5,30.74,45.54,38.61,34,56.91,28.26,28.67,30.01,31.54,28.22,27.37,30.38,28.78,28.62,30.51,31.29,27.53,27.98,29.68,30.31,27.96,28.72,28.52,28.43,28.82,27.69,29.23,29.53,27.77,29.25,27.7,26.89,29.43,31.63,26.52,28.98,27.71,30.1,26.88,28.31
33.24,39.04,47.98,50.82,40.08,33.48,29.99,28.61,29.12,29.04,29.55,33.96,36.15,73.46,43.41,43.03,37.29,34.49,30.95,51.43,40.87,36.73,28.37,29.44,34.74,29.07,31.4
29.59,45.91,32.42,48.93,31.35,33.52,26.65,28.58,28.54,27.01,29.3,29.56,27.68,40.32,40.85,46.51,35.96,39.4,26.96,32.4,28.22,35.53,26.06,36.32,29.79,27.93,28.35,30.19,31.43,30.8,34.35
33.19,45.02,47.78,37.4,38.11,27.71,28.26,28.68,30.68,29.36,26.48,30.11,35.22,35.84,29.39,59.65,52.45,44.71,34.44,36.02,32.88,48.57,43.55,35.42,27.98,33.03,27.32,28.37,30.84,28.54
