48.81,34.46,29.45,27.17,27.83,30.37,32.91,29.16,29.21,29.13,35.84,40.95,53.38,40.3,65.72,36.39,29.68,29.04,32.74,32.72,31.51,29.99,33.19,30.59,32.53,33.1,30.9,28.57,31.76,28.13,29.49,29.06,31.93,31.68,27.96,29.57,31.73,33.2,29.61,36.66,37.01,40.63,93.81,33.8,34.79,35.45,36.69,32.17,28.32,32.92,29.51,28.17,27.47,37.28,38.32,44.56,27.95,31.23,26.78,36.55,32.92,27.37,30.31,26.44,29.22,28.58,31.29,28.37,28.68,29.63,27.21,30.96,27.93,28.33,30.4,28.37,28.6,27.84,31.02,33.45,28.91,28.66,30.63,61.47,29.41,29.36,26.29,28.66,27.64,30.7,29.21,28.33,29.18,27.47,29.2,26.07,28.81,28.09
32.61,35.86,37.21,38.11,30.37,29.62,29.39,25.89,28.88,30.51,26.96,30.86,37.55,33.45,37.81,39.28,32.97,32.79,29.88,29.87,30.67,47.18,40.31,39.32,30.96,30.62,30.77,28.91,30.05
59.85,49.68,41.17,33.74,33.58,27.66,28.3,28.08,28.53,28.25,29.52,54.55,48.35,35.85,36.52,28.03,28.35,29.59,27.16,37.1,33.8,41.17,31.12,27.3,28.11,27.88,33.23,33.51
52.61,36.93,50.96,31.42,29.27,29.38,30.56,27.79,28.13,28.12,29.15,43.16,35.63,34.47,30.95,34.1,28.85,27.36,28.14,29.45,30.19,31.62,34.69,27.77,34.24,31.22,28.52,27.98,28.95,40.09
