25,25,34,26,24,23,25,24,24,24,24,24,26,58,47,34,29,38,36
25,37,27,24,24,25,24,25,24,25,23,30,50,25,41,36,31,26,25,24,24,25,24,25,25
36,24,25,24,26,34,26,25,25,24,29,39,49,37,26
35,25,25,24,25,24,26,24,26,25,29,50,30,26,41,40
