27,24,24,25,24,24,25,39,26,24,24,54,24,25,56,29
38,27,26,26,25,26,26,25,26,42,51,32,28
43,27,26,26,24,26,27,26,25,42,32,69,38
44,27,39,27,26,26,25,26,26,31,51,29,29
