38.38,34.39,33.42,33.82,39.64,32.49,32.68,33.81,30.69,36.47,32.73,33.27,33.85,29.4,36.6,29.85,36.8,30.72,33.38,35.25,33.87,36.1,35.17,34.62,30.11,32.36,34.03,33.04,33.94,30.39,32.42,35.2,29.71,33.81,31.78,34.99,36.07,30.11,34.72,32,34.29,31.68,35.97,36.96,33.61,30.67,34.24,31.78,32.93,35.86,33.33,32.31,33.98,31.83,32.58,33.55,33,35.08,31.7,33.03,32.56,34.01,32.07,33.68,32.47,32.79,33.5,32.62,33.36,32.13,30.02,33.06,30.9,33.29,32.66,33.78,31.88,32.79,35.43,36.64,32.51,32.78,30.74,31.21,34.04,33.09,30.1,34.76,30.76,32.88,32.58,35.44,33.52,30.41,35.24,32.22,32.74,32.6,34.73,33.75,29.94,32.58,45.69,33.48,55.66,29.83,33.27,29.4,36.06,32.75,30.19,35.54,32.92,30.04,34.09,36.01,33.42,31.79,40.63,32.99,39.4,40.86,116.79,34.19,36.25,33.75,37.14,39.43,46.36,62.58,44.69,59.28,72.2,39.42,35.76,35.01,35.96,32.29,37.65,33.22,35.76,32.86,36.57,33.61,36.17,33.33,38.26,33.43,34.45,37.1,33.28,33.52,34.61,33.98,33.67,30.3,32.96,33.48,34.56,32.71,34.14,32.59,32.97,34.14,31.64,35.01,33.84,32.93,32.33,37.02,29.37,33.82,38.22,33.06,29.25,31.46,33.05,34.89,32.34,31.87,33.06,35.95,33.35,32.28,34.11,34.13,31.92,32.86,31.14,32.99
37.87,38.05,66.72,66.3,60.45,80.78,71.42,60.74,34.54,33.21,32.81,33.74,34.37,36.54,32.28,33.2,33.02,31.85,32.85,34.38,34.85,28.8,35.82,29.49,36.34,29.94,32.85,34.13,32.24,34.05,34.27,33.95,31.44,31.78,34.82,33,29.65,35.28,31.9,32.48,33.79,30.7,34.96,32.69,31.84,34.16,32.25,33.88,33.96,31.55,32.5,33.5,34.96,35.81,30.36
37.42,41.3,38.4,58.97,35.8,51.37,45.31,93.45,51.07,82.95,35.9,34.06,39.2,34,29.02,36.93,33.17,33.52,31.76,34.56,33.9,29.62,34.64,33.85,35.68,31.02,32.47,32.88,35.25,30.63,36.43,32.38,32.98,33.6,32.96,32.68,33.51,29.85,32.72,35.18,30.76,31.9,33.81,32.2,31.98,33.3,34.26,32,35.13,30.37,35.78,32.07,32.93,29.27,34.55,32.4,31.53,33,33.89,32.91,32.24,33.05,33.69,33.53,33.29,29.74,34.26,33.32,31.96,32.77,31.76,33.09,33.11,35.08,33.11,29.62,32.82,34.16,32.07,31.39,31.95,35.33,33.8,32.25,30.2,33.09,32.81,33.6,32.48,35.49,33.17,32.07,33.4,29.59,34.43,30.98,33.51,31.76,33.49,34.03,33.39,30.84,32.37,32.35,33.37,33.14,34.7
37.94,41.84,36.38,74.05,47.11,31.39,87.43,69.68,69.23,38.55,37.51,34.96,33.89,31.75,32.46,36.55,36.82,31.68,33.46,30.37,33.84,32.91,32.89,34.81,34.36,30.59,31.95,34.04,32.76,34.18,32.8,29.12,36.18,30.02,36.16,29.21,35.39,29.33,34.33,32.55,32.22,33.37,31.89,34.9,33.32,33.22,33.53,29.43,32.57,33.65,35.24,31.99,29.6,34.14,32.56,33.65,33.09,32.84,31.2,32.45,31.83,33.01,33.09,32.96,33.69,33.2,30.67,32.03,34.3,32.83,31.99,34.64,32.88,33.03,33.43,29.44,35.69,32.8,33.28,32.03,35.37,30.46,33.39,34.56,34.46
