35.3,40.75,29.35,29.1,34.19,37.62,28.64,32.7,30.06,32.54,30.18,31.52,31.18,31.1,37.1,27.93,32.48,30.39,33.17,30.31,32.58,33.58,39.09,32.19,35.2,28.4,34.52,29.46,28.63,29.12,32.06,29.28,30.61,28.74,30.81,31.29,30.67,29.12,29.27,31.47,30.34,30.6,30.49,30.48,32.21,31.15,28,30.29,31.49,29.65,32.31,29.29,30.16,31.11,32.04,31.82,32.46,27.92,31.18,31.89,28.99,30.85,31.76,31.55,30.98,30.67,31.68,33.61,30.88,26.84,31.55,44.8,32.79,59.83,28.56,31.63,31.86,27.89,33.56,28.63,32.42,30.43,33.81,52.84,34.18,39.61,36.79,91.33,52.48,46.82,36.48,69.79,35.17,39.87,43.36,32.74,32.48,42.54,56.43,54.42,39.58,28.53,43.38,33.47,32.45,34.97,43.36,40.88,31.11,33.65,32.55,36.88,32.97,34.16,29.16,34.07,32.25,38.04,29.43,34.92,29.31,32.71,35.92,29.87,32.09,30.99,28.56,32.33,28.84,30.83,30.35,34.11,34.08,30.12,32.07,29.19,33.6,28.78,31.93,30.69,29.98,30.38,31.73,29.73,30.2,33.26,32.61,30.55,31.42,32.29,26.88,33.08,31.5,31.32,31.29,31.61,32.56,30.13,31.53,28.25,32.68,29.52,32.91,30.19,29.59,30.94,31.26,31.94,29.72,32.7,31.81,29.67,32.28,30.58,31.45,28.87,30.02,30.74,31.09,29.79,30.41,31.5,32.08,27.89,32.35
32.9,48.52,74.19,62.02,42.41,30.83,120.76,74.44,31.38,33.34,30.53,30.85,31.93,33.6,29.07,34.02,31.31,31.94,31.38,31.55,28.79,32.5,28.63,34.2,29.04,30.64,32.45,32.94,31.14,33.21,30.95,28.63,29.1,31.32,30.79
35.58,35.56,33.39,74.6,34.47,50.2,69.94,64.44,82.24,39.83,28.43,31.86,30.72,35.1,30.91,29.35,35.53,30.38,29.86,29.89,31.92,32.41,28.01,31.03,33.9,29.42,30.46,31.77,29.98,29.39,31.17,30.08,31.01,33.07,30.66,29.06,32.65
33.91,39.81,33.33,71.53,39.55,48.03,36.44,105.28,78.42,34.28,33.01,29.57,31.11,33.03,30.92,30.89,34.4,28.46,30.88,31.03,30.51,32.3,30.22,30.31,32.46,31.06,32.22,30.79,29.63,32.19,28.35,31.82,29.32,31.29,31.69,33.53,35.05,30.37,31.39,28.32,31.95,28.91,30.84
