41.91,34.13,29.78,28.81,31.93,33.81,34.11,31.69,30.33,31.83,31.44,33.72,29.22,33.49,29.16,32.44,29.26,32.09,32.01,32.4,29.49,32.1,34.3,34.2,37.39,29.41,34.53,30.59,30.95,31.38,28.59,29.75,31.3,31.35,28.53,31.57,31.65,28.78,31.48,31.12,34.38,29.53,30.07,31.51,41.99,31.69,59.28,28.03,32.7,29.14,32.84,31.5,30.87,29.99,31.14,32.25,32.01,31.03,43.67,31.55,40.25,42.07,98.45,58.24,38.52,40.83,54.88,39.85,38.49,38.02,48.43,31.76,36.98,53.33,49.94,36.9,39.24,43.11,34.69,31.78,32.95,35.68,33.06,31,39.36,32.03,41.15,30.64,38.3,33.75,37.51,34.97,41.93,34.73,35.88,28.99,36.37,30.13,32.98,29.56,32.93,29.37,32.19,30.22,33.82,29.06,32.36,32.13,29.9,32.16,29.24,30.74,33.12,33.11,29.99,30.17,30.19,33.42,29.11,30.65,34.94,31.76,28.49,29.91,32.5,30.73,29.88,33.66,30.88,31.73,28.93,32.15,29.59,31.65,29.9,30.18
34.41,38.01,33.51,100.07,52.02,34.06,79.87,45.38,82.63,36.5,30.16,32.88,32.75,29.91,32.47,31.26,32.89,29.99,31.56,30.86,32,29.46,29.68,33.43,30.18,31.06,31.89,28.89,32.58,30.43,30.57,31.19
32.23,39.88,61.33,68.16,55.3,33.51,87.93,97.16,39.96,30.46,31.8,32.35,31,32.74,28.6,36.13,32.88,29.47,31.5,30.38,31.05,30.63,31.73,32.92,29.2,32.27,29.43,31.45,29.34,30.8,28.87,31.79,32.23,31.26,29.79,30.31,31.13,30.29,33,28.82,30.56,32.1,29.59,30.11,34.11,29.56,28.95,30.83,28.95,32.52,29.01
33.96,43.61,77.76,61.86,38.06,34.85,122.41,70.84,31.33,31.6,32,33.19,32.36,30.51,30.51,38.75,29.72,30.94,31.03,29.72,32.49,30.04,31.72,30.6,31.73,28.54,31.05,32.13,29.36,31.97,28.94,28.99,32.42
