36.47,32.97,28.17,31.97,28.62,28.4,38.32,28.32,30.5,28.34,31.78,29.98,32.38,29.19,33.09,29.95,28.38,32.45,29.91,29.39,32.56,30.13,31.28,29.04,30.45,32.68,30.82,31.31,28.96,30.37,30.89,28.23,29.42,30.54,30.06,28.86,31.42,30.08,32.23,28.83,28.56,31.03,28.6,31.23,27.94,29.06,30.54,29.3,31.74,28.55,28.46,30.86,29.33,30.88,31.96,29.51,27.11,30.75,31.45,28,31.01,28.5,31.72,37.91,33.84,57.75,29.47,31.33,30.98,32.41,34.09,30.75,31.21,33.69,55.46,46.52,47.35,38.99,87.06,44.34,31.99,33.09,34.69,36.55,37.88,41.52,63.6,47.2,78.85,42.13,32.25,35.61,30.09,42.36,33.35,34.36,28.67,37.57,33.52,34.85,34.18,41.79,32.08,40.54,39.16,33.74,31.11,31.94,28.87,29.41,32.18,31.3,29.58,30.31,31.28,34.56,29.98,31.87,29.22,31.09,32.11,30.37,29.27,31.54,30.44,30.6,30.37,29.83,33.81,29.5,32.16,29.93,31.15,33.26,31.62,31.5,29.71,33.12,30.35,34.3,32.1,28.75,33.05,29.99,29.32,31.17,29.08,32.33
30.57,40.66,36.39,59.73,29.22,40.27,55.32,34.59,108.57,67.49,37.68,30.97,29.68,32.81,29.55,35.44,30.8,28.71,28.84,30.37,30.63,31.09,30.87,32.85,31.11,29.17,32.19,28.57,30.6,29.92,30.04,30.1,32.67,28.49,30.8,30.75
40.11,51.73,74.19,63.44,49.36,101.66,75,34.85,30.29,31.3,30.05,32.77,30.06,29.33,35.14,33.66,28.73,30.76,31.62,29.07,29.2,32.28,29.38,33.83,30.22,30.08,31.73,31,33.09,29.45,30.42,32.62,32.96,32.25,29.65,30.15,32.28,28.87,31.73,29.87,28.75,30.32,32.83,28.15,30.53,30.14,30.38,30.07,31.17,29.7,30.1,30.19,29.56,29.68,29.18,34.43,29.98,26.89
35.81,48.08,94.75,52.03,32.83,32.42,118.54,71.39,33.41,29.73,30.15,31.28,32.54,31.81,32.45,37.48,29.89,28.86,31.45,29.04,32.07,30.32,29.46,30.64,33.5,28.85,29.8,31.87,29.36,28.85,31.34,33.14,31.4,28.98
