31.62,38.32,48.53,62.14,69.61,36.25,42.86,89.69,58.29,45.19,45.5,42.65,36.93,48.05,48.21,53.12,50.78,38.32,37.62,35.76,42.16,43.64,92.32,34.76,34.31,48.37,39.1,30.87,34.3,33.27,35.24,33.37,38.06,37.61,83.91,56.42,51.64,65.81,38.18,38.61,41.17,38.39
37.72,31.88,39.85,29.91,54.91,31.21,38.21,31.89,32.3,33.03,29.69,34.73,32.8,34.37,40.5,36.36,33.2,31.44,32.03,34.59,29.59,36.31,36.58,33.29,42.78,34.04,33.72,30.26,34.73,30.08,33.81,33.27,34.01,39.97,46.99,58,40.68,34.23,40.89
38.14,34.82,30.17,31.75,31.79,34.42,33.37,54.19,31.28,54.39,40.78,37.39,32.8,31.32,36.11,31.91,31.35,49.41,32.02,34.4,29.82,34.07,32.31,32.73,38.18,31.4,34.98,32.04,31.03,33.06,39.24,30.4,42.05,36.55,54.33,44.62,56.41,38.41
36.6,32.83,32.73,29.74,29.99,44.4,30.85,64.03,33.01,30.85,32.18,34.36,30.36,33.74,35.08,52.87,38.65,34.61,34.77,31.04,34.73,31.55,36.93,36.38,38.26,46.29,36.6,30.94,33.33,33.69,31.17,34.29,32.75,41.46,33,36.71,33.13,53.73,39.49,39.72,38.74,34.89
