45.91,30.6,37.08,35.37,65.98,31.47,51.49,50.86,46.74,44.94,53.91,38.75,38.93,35.9,41.23,45.83,54.45,56.65,43.6,46.74,38.23,43.15,36.51,41.05,118.07,36.8,40.23,37.3,47.08,65.12,36.58,36.08,32.07,36.43,39.72,35.54,38.82,59.73,50.34,70.61,39.93,41.29,38.67,47.65
39.6,33.32,38.31,66.16,30.18,39.62,30.83,32.81,32.66,33.45,30.23,32.04,31.96,45.74,35.3,34.47,29.36,36.95,29.67,35.31,29.24,35.43,33.61,36.2,40.34,30.99,33.74,36.83,32.91,33.05,38.02,43.6,54.42,44.19,38.11,42.06
41.3,34.73,52.99,36.79,52.97,30.79,37.45,31.5,36.21,37.75,33.63,44.76,47.27,30.92,33.29,28.24,32.39,33.44,28.73,32.01,36.33,28.16,33.98,29.27,34.67,32.37,34.89,34.73,35.8,33.02,34.01,33.97,31.18,36.84,51.23,52.3,37.62,37.09
42.77,29.86,54.55,31.11,56.52,36.67,34.3,33.29,34.94,34.42,39.07,42.49,42.35,30.1,33.75,33.44,30.72,32.02,32.94,32.62,29.84,32.83,30.77,33.37,34.1,31.31,32.68,39.19,33.01,33.58,32.31,28.95,31.73,35.82,38.24,56.15,29.97,35.32,32.18
