56.31,30.95,46.12,58.99,65.87,53.47,36.21,40.73,41.27,95.93,39.65,42.59,49.54,59.38,58.74,39.62,45.54,37.45,48.82,37.22,39.49,35.9,96.01,30.08,33.55,38.35,63.1,34.67,31.85,32.49,30.66,34.22,31.98,33.26,46.7,52.94,60.42,59.47,32.13,40.07,40.09,36.41,37.74
38.79,40.31,43.33,62.99,31.14,36.31,31.4,33.9,34.95,35.13,36.79,34.36,31.35,52.75,34.42,32.02,36.22,30.76,33.82,34.89,39.38,32.94,43.46,36.47,33.82,30.66,32.95,33.72,34.99,35.31,51.12,56.65,41.04,44.82
36.3,33.28,50.92,36.29,47.33,38.2,30.28,33.67,37.98,31.84,38.09,35.79,49.94,31.76,33.42,38.61,31.61,31.08,33.71,30.54,32.91,31.81,32.31,36.07,35.54,44.37,37.98,31.52,33.35,31.15,32.29,32.38,33.87,34.42,43,50.71,36.13,41.9
34.71,33.96,35.55,35.2,66.76,36.14,31.87,34.17,30.69,31.51,37.28,33.51,38.93,41.5,33.16,33.45,32.69,29.28,31.19,30.44,32.91,34.73,31.89,28.92,33.29,30.66,29.9,32.64,31.74,33.9,31.56,34.16,33.43,36.74,30.23,34.02,31.41,31.63,34.46,30.53,33.57,35.72,51.27,38.58,34.13,34.05
