34.02,29.54,31.29,39.62,46.44,55.67,33.09,34.55,41.25,45.64,45.36,42.84,40.6,107.36,42.27,65.83,55.23,51.02,43.62,40.8,43.88,36.77,46.27,40.53,42.71,99.68,42.77,38.31,39.36,32.65,33.5,34.92,32.84,37.83,38.93,32.47,35.09,82.93,83.71,46.61,35.69,44.65,40.37,39.19
35.87,32.3,42.64,29.01,62.33,36.74,32.15,30.5,34.88,31.55,32.36,33.77,28.69,33.55,44.51,35.49,31.51,34.35,31.76,31.05,33.64,31.35,33.35,33.33,34.75,36.47,34.56,32.33,33.24,30.54,31.67,36.05,34.93,32.22,39.84,47.79,35.76,35.26,38.73
34.6,31.22,42.67,33.47,61.53,36.84,33.59,33.24,33.32,29.56,38.77,32.65,39.77,45.27,28.97,33.5,37.12,28.91,32.44,34.9,28.55,35.31,28.89,31.57,32.29,31.54,34.82,31.01,31.67,32.38,31.55,30.38,31.57,36.15,34.96,34.49,44.28,33.67,31.98,33.51,33.45,34.19,41.48,45.45,51.31,33.9,40.57,34.95
39.34,33.74,47.38,34.97,51.6,33.11,35.63,33.6,30.88,40.18,35.87,41.35,35.16,29.24,32.67,30.68,31.25,32.01,33.1,31.2,30.46,46.79,29.23,33.53,30.53,31.08,33.15,35.09,33.56,29.75,47.24,37.1,36.41,36.67
