32.86,33.64,28.83,40.92,37.7,55.24,39.3,34.97,33.02,48.7,59.56,35.01,42.88,41.89,41.9,38.17,42.85,65.94,46.44,54.5,39.9,38.36,40.42,117.91,37.62,34.13,36.99,46.71,49.83,33.49,36.45,34.75,32.98,37.37,41.76,32.58,39.82,44.57,37.52,120.68,38.98,35.05,39.02,37.78
32.51,32.28,39.24,34.23,67.14,35.54,32.26,33.22,30.25,30.46,32.28,35.44,31.4,30.63,40.83,39.33,32.17,33.65,34.53,35.26,38.58,32.69,33.25,36.88,30.59,34.73,40.88,73.38,46.17,38.07,34.32
38.42,30.2,40.99,29.09,54.06,35.55,31.67,29.36,31.07,31.78,32.13,34.88,37.05,44.16,30.04,33.78,33.86,29.25,30.62,33.55,32.71,31.75,33.76,36.55,29.89,32.71,34.13,31.53,31.38,35.32,50.63,32.98,40.57,37.1
37.06,34.37,38.68,59.54,32.13,40.08,27.96,31.32,34.45,33.37,30.62,34.17,44.66,36.61,32.48,36.34,34.45,29.63,35.8,33.02,40.8,39.13,33.56,36.12,33.28,32.36,34.97,51.65,58.3,40.34,46.57
