30.31,26.99,36.7,37.62,52.25,56.12,38.29,27.67,27.99,31.06,68.4,64.71,30.21,28.54,37.76,32.07,38.6,33.83,36.25,42.92,37.26,30.34,34.36,36.12,30.52,43.01,95.43,23.25,29.29,30.34,33.6,33.7,27.94,32.43,25.99,25.16,25.91,27.19,26.27,26.83,27.33,26.66,28.12,23.75,64.11,27.49,39.75,24.81,27.37,40.6,40.45,27.67,28.89,30.09,28.25,29.44,30.7,27.24,28.08,29.51
31.14,28.78,53.02,27.36,58.38,25.38,36.07,27.45,30.57,28.34,30.58,28.05,28.35,29.7,32.07,28.6,26.39,46.03,31.41,25.35,30.87,35.11,30.99,29.6,33.4,40.78,28.51,26.69,27.22,30.09,33.02,26.2,28.49,32.08,32.14,26.86,29.42,36.64,43.98,32.29,34.53,33.7
39.9,42.42,47.16,63.04,24.91,44.04,37.82,31.11,31.84,30.9,34.21,39.14,30.75,46.81,42.73,31.41,33.03,34.82,27.97,35.42,37.97,28.66,45.47,34.5,34.1,38.82,28.62,29.08,32.74,30.4,36.23,40.02,48.99,26.24,48.47,46.76,35.79,32.79,26.48,24.68,33.09
32.79,28.23,34.5,25.52,63.9,27.32,32.93,27.25,35.08,26.69,28.23,27.21,28.43,35.45,24.01,37.16,30.85,28.23,28.52,27.35,28.6,38.26,26.15,31.2,31.42,26.93,26.21,32.24,26.64,30.37,30.4,46.34,42.77,36.66,32.94
