39.04,32,29.49,29.85,34.89,28.69,34.32,33.42,29.03,32.21,33.05,30.22,33.17,30.86,30.89,33.58,28.33,34.36,30.29,34.44,32.64,30.77,30.69,31,33.45,33.14,28.75,32.24,30.57,44.31,44.22,63.16,32.57,33.65,30.6,34.79,32.87,29.68,31.83,32.77,32.91,34.6,31.36,32.64,33.26,29.68,31.91,33.52,31.29,35.54,32.96,29.31,33.72,31.66,33.55,29.72,31.82,32.16,32.91,32.41,32.4,33.4,33.35,31.93,28.55,33.02,30.54
47.49,40.65,59.23,33.99,29,32.16,31.91,32.93,33.01,30.79,32.17,31.68,36.95,33.1,29.72,32.07,31.36,32.29,34.06,29.37,34.88,31.73,29.93,33.67,31.5,32.18,33.25,30.92,32.31,32.72,31.93
44.88,40.17,61.15,31.84,29.19,29.87,35.82,29.93,32.2,33.43,32.55,29.93,34.02,32.39,30.67,32.29,32.48,33.97,31.38,30.41,33.09,31.7,32.87,31.3,30.79,32.7,30.69,33.33
43.4,39.99,56.75,32.77,33.24,28.76,31.07,35.06,31.67,32.18,32.05,32.91,35.74,32.52,31.76,31.03,33.47,30.28,32.81,33.07,33.48,31.58,30.66,33.49,30.17,31.99,30.46,35.57,29.93,32.02
