32.54,26.49,28.35,27.44,27.8,28.08,27.65,31.67,28.55,28.27,28.11,28.74,28.32,28.81,30.16,26.09,31.27,28.49,28.39,30.86,27.73,25.02,29.99,28.3,28.78,28.4,30.79,26.78,30.44,30.99,27.75,29.51,28.69,29.02,28.03,26.98,28.63,29.41,31,27.27,28.81,29.62,31.12,29.63,43.83,35.23,113.66,64.72,32.7,33.5,30.54,33.73,132.14,32.36,31.72,27.97,30.4,29.05,33.43,28.95,28.24,29.85,31.45,28.6,28.36,26.75,31.26,29.35,27.42,29.33,30.84,31.37,26.09,28.41,27.87,30.08,31.02,29,28.94,30.37,28.12,28.35,30.14,27.75,26.85
28.98,33.86,30.54,79.02,34.79,36.45,26.49,94.04,35.1,52.24,47.95,29.24,30.97,29.11,30.45,26.81,27.41,28.29,32.39,30.06,26.61,32.57,28.52,27.65,27.87,28.26,26.81,30.42,30.61,27.06,27.73,28.93,28.52,28.61,27.71,29.5,29.46,27.14,26.72,32.07,31.58
26.79,30.37,27,29.33,26.09,28.79,28.72,27.42,28.08,29.26,27.09,27.73,27.88,27.81,28.24,29.78,31.53,29.61,31.06,26.87,28.06,27.2,29.28,26.48,28.23,26.91,30.4,25.99,27.47,28.96,28.23,26.61,38.98,28.81,59.65,22.59,37.61,49.06,27.97,66,71.21,78.07,27.94,30.57,31.92,31.62,27.95,28.93,28.26,28.3,27.72,29.93,26.47,30.56,28.15,29.92,26.7,31.96,27.24,27.92,28.98,30.92,31.51,26.81,28.6,27.47,28.14,29.93
30.01,32.54,32.77,62.03,27.58,33.51,40.12,46.41,30.35,75.13,60.95,57.02,28.58,35.73,26,32.25,27.85,27.3,29.64,28.58,27.47,28.47,27.98,28.22,28.21,29.79,25.85,30.86,29.29,28.62,31,30.17,28.05,29.99,31.31,26.56,28.69,27.89,27.22
