33.49,30.48,28.49,28.09,28.08,27.68,29.29,29.56,29.41,28.26,28.6,28.9,28.53,30.52,28.72,29.91,28.51,27.77,28.21,29.78,29.11,29.34,30.19,26.38,30.58,26.23,32.31,27.28,29.51,28.62,29.72,31.25,29.18,38.16,28.06,62.32,22.42,34.91,62.28,32.36,40.21,34.94,29.26,29.54,28.66,32.71,30.39,30.2,82.09,42.08,35.88,38.43,31.47,30.11,26.76,30.14,31.61,28.14,32.06,29.59,26.99,30.39,29.77,28.82,30.37,28.64,31.11,27.88,29.46,29.72,30.23,26.15,30.17,38.69,29.49,37.71,31.31,27.8,29.12,27.7,26.62,28.95,27.26,30.42
31.47,26.81,27.77,28.06,28.1,28.2,28.37,30.58,25.92,28.84,27.72,28.84,29.02,28.58,28.2,27.94,29.29,25.96,29.05,29.2,27.88,28.31,29.65,29.08,34.74,52.39,54.89,40.03,39.33,30.65,27.81,32.02,27.78,29.41,35.2,39.08,31.79,50.23,56.74,37.59,30.74,38.55
30.74,31.53,28.06,27.33,27.64,28.26,28.3,29.89,26.12,28.81,28.23,29.96,26.51,28.39,29.79,29.53,29.87,31.54,27.88,26.44,28.34,28.21,33.97,32.21,51.03,64.22,31.09,35.45,33.06,31.15,27.16,29.53,32.98,38.72,32.01,34.03,43.49,32.22,27.51,27.92,30.34,46.3,40.98,28.19,25.69,30.48,31.19,27.93,31.89,26.51,28.98,29.04,29.42,28.37,29.85,28.82,30.8,27.5,27.96,28.19,31.9
28.7,27.55,27.35,28.08,29.51,25.38,29.04,29.71,27.58,28.27,28.43,28.29,28.32,29.92,26.53,28.92,34.49,27.3,28.01,28.69,26.52,28.26,36.04,44.07,86.37,38.89,43.56,32.31,26.93,29.17,28.46,30.45,41.52,42.59,60.44,42.17,33.26,28.11,28.34
