36.31,32.66,33.29,30.11,31.25,35.37,31.33,32.33,33.25,29.39,32.24,34.87,32.83,31.15,33.41,33.39,32.13,32.64,32.38,33.81,32.6,31.73,37.6,51.69,55.84,87.08,56.05,37.26,53.84,38.1,35.36,35.87,36.6,40.76,30.74,35.97,75.79,45.69,33.39,38.46,33.52,34.44,34.31,35.69,34.01,40.49,37.79,33,35.6,35.84,36.67,39.5,37.59,35.49,36.16,35.26,30.8,33.34
42.53,53.2,55.79,39.11,55.72,34.27,37.91,35.97,42.15,34.58,35.41
45.34,48.94,62.28,41.87,33.96,34.08,33.9,30.68,33.54,32.57,34.07,34.49
48.32,56.59,57.48,49.24,33.7,35.19,31.61,34.68,33,34.06,34.63,36,34.67,37.25
