26,35,25,24,25,25,50,26,25,24,25,24,42,25,25,24,25,25,25,25,42,26,40,30,51,54,45
40,25,25,26,24,51,25,25,25,25,24,42,26,25,25,25,24,42,31,53,29,39,26,59,44,54
39,26,25,25,25,50,26,24,26,25,28,25,25,25,25,25,25,38,28,41,27,67,35
38,26,25,25,25,49,26,25,25,42,26,25,25,40,26,25,26,25,31,33,28,44,28,63,38
