32,26,23,25,25,24,24,25,25,24,25,38,27,24,24,25,24,25,25,25,25,24,41,27,36,30,71,47
26,33,26,24,25,25,51,25,24,25,42,27,23,25,25,24,42,28,39,27,66,32
43,24,25,24,25,35,27,24,24,43,25,24,25,25,24,42,31,52,30,40,28,50,52,31
43,25,26,24,34,42,26,25,25,24,25,42,26,24,25,25,30,36,28,42,29,50,52
