33,25,24,24,25,23,25,25,24,24,24,24,25,40,26,24,25,29,34,29,29,38,29,63,47
26,37,25,25,24,25,51,25,25,25,25,24,25,24,24,25,25,37,25,25,30,36,29,37,27,49
39,24,25,24,30,25,24,33,25,24,38,29,24,24,61,25,26,55,28,42,30,50,52
37,25,39,25,25,44,46,25,23,25,66,26,24,51,38,26,36,25,49,56,37
