43,26,23,25,41,25,25,24,24,26,24,25,24,38,26,24,24,25,29,38,27,39,27,42,64,50
26,25,24,25,25,35,40,25,25,25,32,25,24,25,24,24,26,24,24,25,39,33,36,53,61
42,25,24,25,29,25,25,33,25,25,37,25,25,41,39,24,25,44,36,29,43,26,67,33
25,25,25,25,25,25,35,26,41,25,25,25,24,31,25,25,24,51,31,30,44,57,26,69,56
