37,25,25,24,24,37,26,24,24,24,25,24,24,24,24,24,25,30,51,26,41,31,48,55,49
43,25,25,25,24,25,24,25,24,25,24,24,25,38,26,25,24,24,25,25,24,42,29,41,26,67
26,24,24,25,24,38,25,24,25,34,26,25,25,24,25,25,24,24,25,23,31,49,30,37,50,70,50
25,25,24,36,24,25,24,24,36,25,23,25,25,35,26,25,24,41,30,41,27,66,38
