27,41,27,25,26,24,29,25,25,26,43,26,25,26,25,25,25,26,25,46,28,39,32,52,57,60
26,36,26,26,25,25,49,26,40,27,26,25,26,25,26,31,33,29,35,26,48
55,26,25,26,40,27,26,24,26,25,26,26,25,25,26,25,26,43,29,41,28,67
44,25,27,25,25,49,25,25,38,28,25,25,62,24,28,69,27,61,33,28,51,67
