25,25,25,24,25,34,41,26,25,30,24,25,25,24,38,26,25,25,24,25,24,25,25,24,25,24,25,37,26,24,25,29,25,24,30,66,27,40,51,47,59,59
25,25,25,24,25,35,25,25,35,36,24,25,24,25,32,24,25,24,30,34,28,34,29,52,53
36,24,26,42,24,25,25,57,26,23,25,25,38,26,25,26,38,29,44,26,65,38
26,25,24,25,25,35,25,24,25,25,34,26,25,24,25,51,26,25,24,25,52,27,41,26,63,41
