25,41,24,24,26,24,23,46,25,24,24,23,25,25,24,25,36,31,53,30,43,27,50,51
36,24,25,24,24,36,26,24,24,25,24,44,26,25,24,24,24,44,27,50
60,26,24,25,23,25,24,25,24,38,25,41,26,24,25,24,24,24,38,29,41,26,61
25,38,25,25,25,23,36,25,24,24,25,23,46,24,24,25,24,38,28,41,27,67,33
