41,27,26,26,25,27,26,42,27,39,26,26,25,26,26,26,27,26,45,29,40,70,63,62,49,34,27,28,27,27
34,27,26,26,26,24,38,27,26,26,25,26,26,25,26,25,35,29,36,31,36,33,41,60,52
34,27,26,27,25,26,26,25,27,41,27,26,26,38,27,26,26,25,29,51,29,58,61,50
27,41,27,39,27,26,27,37,27,26,26,26,27,25,43,27,38,29,44,62,55,48,28
