27,39,26,40,26,26,26,26,46,27,25,27,25,28,26,42,26,42,27,38,27,26,33,35,26,27,44,26,26,34,30,30,54,31,39,58,26
36,27,25,26,27,25,26,26,27,41,30,36,27,26,54,27,28,38,27
26,27,42,27,39,27,27,26,26,46,30,36,27,52,37,26
27,35,26,27,26,39,27,26,26,26,44,30,37,34,45,37,27
