28,25,25,40,26,25,25,25,49,25,25,26,40,28,39,32,33,31,54,28,37,27
26,25,26,24,26,36,26,24,26,25,30,36,30,37,33,45,38,25
37,26,25,26,24,29,24,27,25,45,32,35,26,53,37,26
37,26,24,26,25,25,26,25,25,46,28,38,28,46,26,52,27
