40,27,27,27,27,42,28,26,27,36,28,26,26,27,43,32,50,35,31,45,42,36,28,26,41
43,28,26,27,26,43,28,27,45,33,39,27,27,41,34,32,42,47
27,37,27,28,27,27,41,28,26,27,27,41,29,27,44,29,39,27,27,28,34,34,32,44,39,37,30
42,27,27,26,27,45,28,27,44,29,27,45,31,35,32,46,39,28
