59,25,44,25,26,49,25,24,55,27,24,25,99,25,45,32,88,32,38
102,25,25,44,25,25,27,40,28,38,26,39,25,41,38
26,26,25,24,25,41,25,25,26,44,28,38,26,37,37
41,26,25,25,25,35,30,26,25,36,51,28,36,36
